,,Total Vote,B,T,P,Margin,Margin (%),,Biden,Trump,Pierce,Other,Biden,Trump,Pierce,Jorgensen,Hawkins,Blankenship,de la Fuente,West,La Riva,Write-ins,Kennedy,Myers,Carroll,Collins,Huber,Segal,Janos,Kopitke,Hunter,Kishore,Hammons,Boddie,Charles,Duncan,Hoefling,Jacob-Fambro,King,LaFontaine,McCormic,McHugh,Paige,Scalf,Scott,Simmons,Swing,Tittle,None,Gammon,,J,H,B,d,Jorgensen,Hawkins,Blankenship,de la Fuente,,,,CD,,ST,CTY,FIPS,FIPS2010,LSAD_TRANS,Blank/Under,Void/Over,,,,,,,,,,Total Vote (county report),Total Write-ins,Other,,Qualified Write-ins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garvin,OK,"10,922",,,,"7,013",64.21%,,17.08%,81.29%,0.11%,1.53%,"1,865","8,878",12,115,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,0,0,0,1.05%,0.00%,0.00%,0.00%,,Garvin,OK,4,,40,049,40049,40049,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grady,OK,"23,101",,,,"14,394",62.31%,,17.94%,80.25%,0.13%,1.68%,"4,144","18,538",30,287,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,0,0,0,1.24%,0.00%,0.00%,0.00%,,Grady,OK,4,,40,051,40051,40051,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant,OK,"2,226",,,,"1,636",73.50%,,12.58%,86.07%,0.09%,1.26%,280,"1,916",2,24,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,0,0,1.08%,0.00%,0.00%,0.00%,,Grant,OK,3,,40,053,40053,40053,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greer,OK,"1,973",,,,"1,277",64.72%,,16.62%,81.35%,0.10%,1.93%,328,"1,605",2,24,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0,0,0,1.22%,0.00%,0.00%,0.00%,,Greer,OK,3,,40,055,40055,40055,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harmon,OK,933,,,0,570,61.09%,,18.97%,80.06%,0.00%,0.96%,177,747,0,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,0,0,0.64%,0.00%,0.00%,0.00%,,Harmon,OK,3,,40,057,40057,40057,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harper,OK,"1,487",,,,"1,191",80.09%,,9.15%,89.24%,0.13%,1.48%,136,"1,327",2,18,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,1.21%,0.00%,0.00%,0.00%,,Harper,OK,3,,40,059,40059,40059,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haskell,OK,"5,014",,,,"3,382",67.45%,,15.62%,83.07%,0.12%,1.20%,783,"4,165",6,37,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,0,0,0,0.74%,0.00%,0.00%,0.00%,,Haskell,OK,2,,40,061,40061,40061,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hughes,OK,"4,857",,,,"2,956",60.86%,,18.92%,79.78%,0.10%,1.19%,919,"3,875",5,41,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0,0,0,0.84%,0.00%,0.00%,0.00%,,Hughes,OK,2,,40,063,40063,40063,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jackson,OK,"8,221",,,,"4,746",57.73%,,20.02%,77.75%,0.13%,2.09%,"1,646","6,392",11,137,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,0,0,0,1.67%,0.00%,0.00%,0.00%,,Jackson,OK,3,,40,065,40065,40065,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson,OK,"2,385",,,,"1,707",71.57%,,13.38%,84.95%,0.13%,1.55%,319,"2,026",3,26,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0,0,0,1.09%,0.00%,0.00%,0.00%,,Jefferson,OK,4,,40,067,40067,40067,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnston,OK,"4,251",,,,"2,703",63.59%,,17.36%,80.95%,0.16%,1.53%,738,"3,441",7,37,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,0,0,0,0.87%,0.00%,0.00%,0.00%,,Johnston,OK,2,,40,069,40069,40069,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay,OK,"17,249",,,,"8,794",50.98%,,23.42%,74.40%,0.13%,2.04%,"4,040","12,834",23,265,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,0,0,0,1.54%,0.00%,0.00%,0.00%,,Kay,OK,3,,40,071,40071,40071,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingfisher,OK,"6,465",,,,"4,667",72.19%,,13.21%,85.40%,0.06%,1.33%,854,"5,521",4,64,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0,0,0,0.99%,0.00%,0.00%,0.00%,,Kingfisher,OK,3,,40,073,40073,40073,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiowa,OK,"3,427",,,,"1,974",57.60%,,20.40%,78.00%,0.18%,1.43%,699,"2,673",6,33,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0,0,0,0.96%,0.00%,0.00%,0.00%,,Kiowa,OK,3,,40,075,40075,40075,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latimer,OK,"4,249",,,,"2,675",62.96%,,17.93%,80.89%,0.09%,1.08%,762,"3,437",4,35,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0,0,0,0.82%,0.00%,0.00%,0.00%,,Latimer,OK,2,,40,077,40077,40077,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Flore,OK,"18,805",,,,"11,914",63.36%,,17.54%,80.90%,0.11%,1.45%,"3,299","15,213",20,214,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,0,0,0,1.14%,0.00%,0.00%,0.00%,,Le Flore,OK,2,,40,079,40079,40079,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln,OK,"14,888",,,,"9,404",63.16%,,17.52%,80.69%,0.13%,1.65%,"2,609","12,013",20,187,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,0,0,0,1.26%,0.00%,0.00%,0.00%,,Lincoln,OK,3,,40,081,40081,40081,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan,OK,"21,574",,,,"10,153",47.06%,,25.29%,72.35%,0.12%,2.25%,"5,455","15,608",26,373,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,0,0,0,1.73%,0.00%,0.00%,0.00%,,Logan,OK,3,,40,083,40083,40083,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love,OK,"4,076",,,,"2,594",63.64%,,17.44%,81.08%,0.12%,1.35%,711,"3,305",5,36,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0,0,0,0.88%,0.00%,0.00%,0.00%,,Love,OK,4,,40,085,40085,40085,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McClain,OK,"19,236",,,,"11,713",60.89%,,18.62%,79.51%,0.11%,1.76%,"3,582","15,295",21,236,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,0,0,0,1.23%,0.00%,0.00%,0.00%,,McClain,OK,4,,40,087,40087,40087,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCurtain,OK,"11,467",,,,"7,627",66.51%,,16.20%,82.72%,0.13%,0.95%,"1,858","9,485",15,64,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,0,0,0,0.56%,0.00%,0.00%,0.00%,,McCurtain,OK,2,,40,089,40089,40089,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McIntosh,OK,"8,335",,,,"4,141",49.68%,,24.37%,74.05%,0.19%,1.39%,"2,031","6,172",16,78,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,0,0,0,0.94%,0.00%,0.00%,0.00%,,McIntosh,OK,2,,40,091,40091,40091,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Major,OK,"3,467",,,,"2,764",79.72%,,9.23%,88.95%,0.26%,1.56%,320,"3,084",9,39,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0,0,0,1.12%,0.00%,0.00%,0.00%,,Major,OK,3,,40,093,40093,40093,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall,OK,"6,064",,,,"3,791",62.52%,,18.14%,80.66%,0.12%,1.09%,"1,100","4,891",7,50,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0,0,0,0.82%,0.00%,0.00%,0.00%,,Marshall,OK,2,,40,095,40095,40095,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayes,OK,"16,626",,,,"9,168",55.14%,,21.54%,76.68%,0.24%,1.54%,"3,581","12,749",40,197,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,0,0,0,1.18%,0.00%,0.00%,0.00%,,Mayes,OK,2,,40,097,40097,40097,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray,OK,"5,894",,,,"3,456",58.64%,,19.61%,78.25%,0.34%,1.80%,"1,156","4,612",20,75,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,0,0,0,1.27%,0.00%,0.00%,0.00%,,Murray,OK,4,,40,099,40099,40099,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muskogee,OK,"25,081",,,,"8,499",33.89%,,32.00%,65.89%,0.23%,1.88%,"8,027","16,526",57,319,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,0,0,0,1.27%,0.00%,0.00%,0.00%,,Muskogee,OK,2,,40,101,40101,40101,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble,OK,"4,938",,,,"2,818",57.07%,,20.31%,77.38%,0.32%,1.98%,"1,003","3,821",16,73,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0,0,0,1.48%,0.00%,0.00%,0.00%,,Noble,OK,3,,40,103,40103,40103,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nowata,OK,"4,391",,,,"2,898",66.00%,,16.21%,82.21%,0.05%,1.53%,712,"3,610",2,54,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0,0,0,1.23%,0.00%,0.00%,0.00%,,Nowata,OK,2,,40,105,40105,40105,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okfuskee,OK,"4,038",,,,"2,162",53.54%,,22.19%,75.73%,0.20%,1.88%,896,"3,058",8,49,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,0,0,0,1.21%,0.00%,0.00%,0.00%,,Okfuskee,OK,2,,40,107,40107,40107,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,OK,"294,740",,,,"3,326",1.13%,,48.08%,49.21%,0.18%,2.53%,"141,724","145,050",516,"5,272",,,,"1,326",,,,,,,,,,,,,,,,,,,,,,,,,,852,,,,,,,0,0,0,1.79%,0.00%,0.00%,0.00%,,Oklahoma,OK,,,40,109,40109,40109,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Okmulgee,OK,"14,313",,,,"5,311",37.11%,,30.44%,67.55%,0.18%,1.83%,"4,357","9,668",26,181,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,0,0,0,1.26%,0.00%,0.00%,0.00%,,Okmulgee,OK,2,,40,111,40111,40111,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osage,OK,"20,538",,,,"8,119",39.53%,,29.22%,68.76%,0.11%,1.91%,"6,002","14,121",23,257,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,0,0,0,1.25%,0.00%,0.00%,0.00%,,Osage,OK,3,,40,113,40113,40113,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa,OK,"11,438",,,,"5,859",51.22%,,23.48%,74.71%,0.20%,1.61%,"2,686","8,545",23,134,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,0,0,0,1.17%,0.00%,0.00%,0.00%,,Ottawa,OK,2,,40,115,40115,40115,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pawnee,OK,"6,786",,,,"3,904",57.53%,,20.09%,77.62%,0.21%,2.09%,"1,363","5,267",14,103,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,0,0,0,1.52%,0.00%,0.00%,0.00%,,Pawnee,OK,3,,40,117,40117,40117,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payne,OK,"29,643",,,,"6,909",23.31%,,36.78%,60.09%,0.21%,2.92%,"10,904","17,813",61,673,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,0,0,0,2.27%,0.00%,0.00%,0.00%,,Payne,OK,3,,40,119,40119,40119,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburg,OK,"17,924",,,,"10,083",56.25%,,21.02%,77.28%,0.13%,1.57%,"3,768","13,851",24,198,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,0,0,0,1.10%,0.00%,0.00%,0.00%,,Pittsburg,OK,2,,40,121,40121,40121,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontotoc,OK,"15,320",,,,"6,688",43.66%,,26.87%,70.53%,0.19%,2.41%,"4,117","10,805",29,261,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,0,0,0,1.70%,0.00%,0.00%,0.00%,,Pontotoc,OK,4,,40,123,40123,40123,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pottawatomie,OK,"28,185",,,,"12,965",46.00%,,25.81%,71.81%,0.18%,2.20%,"7,275","20,240",50,431,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,0,0,0,1.53%,0.00%,0.00%,0.00%,,Pottawatomie,OK,5,,40,125,40125,40125,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pushmataha,OK,"4,739",,,,"3,348",70.65%,,14.10%,84.74%,0.19%,0.97%,668,"4,016",9,33,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0,0,0,0.70%,0.00%,0.00%,0.00%,,Pushmataha,OK,2,,40,127,40127,40127,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Mills,OK,"1,834",,,,"1,461",79.66%,,9.16%,88.82%,0.16%,1.85%,168,"1,629",3,24,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0,0,0,1.31%,0.00%,0.00%,0.00%,,Roger Mills,OK,3,,40,129,40129,40129,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers,OK,"44,553",,,,"24,442",54.86%,,21.52%,76.38%,0.17%,1.93%,"9,589","34,031",74,655,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,0,0,0,1.47%,0.00%,0.00%,0.00%,,Rogers,OK,,,40,131,40131,40131,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seminole,OK,"8,337",,,,"3,861",46.31%,,25.79%,72.10%,0.10%,2.02%,"2,150","6,011",8,109,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,0,0,0,1.31%,0.00%,0.00%,0.00%,,Seminole,OK,5,,40,133,40133,40133,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequoyah,OK,"15,386",,,,"9,078",59.00%,,19.73%,78.73%,0.14%,1.41%,"3,035","12,113",21,152,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,0,0,0,0.99%,0.00%,0.00%,0.00%,,Sequoyah,OK,2,,40,135,40135,40135,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephens,OK,"19,057",,,,"12,406",65.10%,,16.55%,81.65%,0.18%,1.62%,"3,154","15,560",34,224,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,0,0,0,1.18%,0.00%,0.00%,0.00%,,Stephens,OK,4,,40,137,40137,40137,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,OK,"5,521",,,,"3,611",65.40%,,16.19%,81.60%,0.20%,2.01%,894,"4,505",11,89,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,0,0,0,1.61%,0.00%,0.00%,0.00%,,Texas,OK,3,,40,139,40139,40139,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillman,OK,"2,708",,,,"1,479",54.62%,,22.05%,76.66%,0.04%,1.26%,597,"2,076",1,24,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,0,0,0,0.89%,0.00%,0.00%,0.00%,,Tillman,OK,4,,40,141,40141,40141,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulsa,OK,"266,678",,,,"41,578",15.59%,,40.87%,56.46%,0.17%,2.50%,"108,996","150,574",453,"4,859",,,,"1,074",,,,,,,,,,,,,,,,,,,,,,,,,,722,,,,,,,0,0,0,1.82%,0.00%,0.00%,0.00%,,Tulsa,OK,1,,40,143,40143,40143,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wagoner,OK,"35,338",,,,"17,701",50.09%,,23.95%,74.04%,0.13%,1.88%,"8,464","26,165",46,503,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,0,0,0,1.42%,0.00%,0.00%,0.00%,,Wagoner,OK,1,,40,145,40145,40145,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,OK,"23,501",,,,"11,286",48.02%,,24.64%,72.66%,0.18%,2.52%,"5,790","17,076",42,445,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,0,0,0,1.89%,0.00%,0.00%,0.00%,,Washington,OK,1,,40,147,40147,40147,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washita,OK,"4,777",,,,"3,488",73.02%,,12.52%,85.53%,0.19%,1.76%,598,"4,086",9,59,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,0,0,0,1.24%,0.00%,0.00%,0.00%,,Washita,OK,3,,40,149,40149,40149,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woods,OK,"3,678",,,,"2,402",65.31%,,16.07%,81.38%,0.16%,2.39%,591,"2,993",6,66,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,0,0,0,1.79%,0.00%,0.00%,0.00%,,Woods,OK,3,,40,151,40151,40151,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodward,OK,"7,785",,,,"5,606",72.01%,,12.91%,84.92%,0.15%,2.02%,"1,005","6,611",12,125,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,0,0,0,1.61%,0.00%,0.00%,0.00%,,Woodward,OK,3,,40,153,40153,40153,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,T,"1,560,699",,,,"516,390",33.09%,,32.29%,65.37%,0.16%,2.18%,"503,890","1,020,280","2,547","24,731",,,,"5,597",,,,,,,,,,,,,,,,,,,,,,,,,,"3,654",,,,,,,0,0,0,1.58%,0.00%,0.00%,0.00%,,Oklahoma,T,,,40,,40,40,State,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker,OR,"9,932",,,0,"5,006",50.40%,,23.62%,74.02%,0.00%,2.36%,"2,346","7,352",,144,33,,,,,41,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,0,0,1.45%,0.33%,0.00%,0.00%,,Baker,OR,2,,41,001,41001,41001,County,,,,,,"-9,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benton,OR,"52,799",,,0,"20,949",39.68%,,67.86%,28.18%,0.00%,3.97%,"35,827","14,878",,"1,142",335,,,,,474,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,0,0,2.16%,0.63%,0.00%,0.00%,,Benton,OR,,,41,003,41003,41003,County,,,,,,"-52,799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,OR,"257,679",,,0,"28,534",11.07%,,53.96%,42.89%,0.00%,3.15%,"139,043","110,509",,"4,736","1,011",,,,,"1,951",,,,,,,,,429,,,,,,,,,,,,,,,,,,,,,,,0,0,1.84%,0.39%,0.00%,0.00%,,Clackamas,OR,,,41,005,41005,41005,County,,,,,,"-257,679",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clatsop,OR,"23,910",,,0,"2,698",11.28%,,54.02%,42.74%,0.00%,3.25%,"12,916","10,218",,437,130,,,,,146,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,0,0,1.83%,0.54%,0.00%,0.00%,,Clatsop,OR,1,,41,007,41007,41007,County,,,,,,"-23,910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia,OR,"32,221",,,0,"3,315",10.29%,,42.94%,53.23%,0.00%,3.84%,"13,835","17,150",,787,158,,,,,204,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,0,0,2.44%,0.49%,0.00%,0.00%,,Columbia,OR,1,,41,009,41009,41009,County,,,,,,"-32,221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coos,OR,"37,075",,,0,"7,586",20.46%,,38.42%,58.88%,0.00%,2.71%,"14,243","21,829",,572,171,,,,,179,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,0,0,1.54%,0.46%,0.00%,0.00%,,Coos,OR,4,,41,011,41011,41011,County,,,,,,"-37,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crook,OR,"15,448",,,0,"7,486",48.46%,,24.61%,73.06%,0.00%,2.33%,"3,801","11,287",,231,42,,,,,71,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,0,0,1.50%,0.27%,0.00%,0.00%,,Crook,OR,2,,41,013,41013,41013,County,,,em,,,"-15,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curry,OR,"14,925",,,0,"2,426",16.25%,,40.59%,56.84%,0.00%,2.57%,"6,058","8,484",,228,63,,,,,71,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,0,0,1.53%,0.42%,0.00%,0.00%,,Curry,OR,4,,41,015,41015,41015,County,,,,,,"-14,925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deschutes,OR,"125,234",,,0,"10,316",8.24%,,52.67%,44.43%,0.00%,2.90%,"65,962","55,646",,"2,097",422,,,,,950,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,0,0,1.67%,0.34%,0.00%,0.00%,,Deschutes,OR,2,,41,017,41017,41017,County,,,,,,"-125,234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Douglas,OR,"64,349",,,0,"24,138",37.51%,,29.78%,67.29%,0.00%,2.94%,"19,160","43,298",,"1,182",258,,,,,306,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,0,0,1.84%,0.40%,0.00%,0.00%,,Douglas,OR,4,,41,019,41019,41019,County,,,,,,"-64,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilliam,OR,"1,178",,,0,510,43.29%,,27.50%,70.80%,0.00%,1.70%,324,834,,17,1,,,,,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1.44%,0.08%,0.00%,0.00%,,Gilliam,OR,2,,41,021,41021,41021,County,,,,,,"-1,178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grant,OR,"4,596",,,0,"2,616",56.92%,,20.21%,77.13%,0.00%,2.65%,929,"3,545",,77,12,,,,,22,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,0,0,1.68%,0.26%,0.00%,0.00%,,Grant,OR,2,,41,023,41023,41023,County,,,,,,"-4,596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
